A list of food places I have tried or have been recommended to me (or I saw on Instagram and decided I should try at some point). Some of the places have notes describing the source of the recommendation and specific dishes you should try. Use at your own discretion

Title,Note,URL,Tags,Comment
ilili NoMad,,https://www.google.com/maps/place/ilili+NoMad/data=!4m2!3m1!1s0x89c259a66c2e3131:0xb070d578897c3982,,
Ravagh Persian Grill,,https://www.google.com/maps/place/Ravagh+Persian+Grill/data=!4m2!3m1!1s0x89c259a87904b86b:0xed60aaf5637af35c,,
Crispy Heaven bakery and restaurant,Baguette sandwiches ,https://www.google.com/maps/place/Crispy+Heaven+bakery+and+restaurant/data=!4m2!3m1!1s0x89c259e2962d2c81:0xacc2726be2f346cb,,
Salma,,https://www.google.com/maps/place/Salma/data=!4m2!3m1!1s0x89c259b1268fa467:0xd135ac86e0d544c1,,
Tripoli Restaurant,,https://www.google.com/maps/place/Tripoli+Restaurant/data=!4m2!3m1!1s0x89c25a4f7f005871:0x748c09723da3c630,,
Golden Steamer,,https://www.google.com/maps/place/Golden+Steamer/data=!4m2!3m1!1s0x89c259cab31b9769:0xe15dd0aa8792d565,,
Taco Mix,,https://www.google.com/maps/place/Taco+Mix/data=!4m2!3m1!1s0x89c2f607cb7c10d9:0x36bfa55e5350933b,,
Ocean View Cafe,,https://www.google.com/maps/place/Ocean+View+Cafe/data=!4m2!3m1!1s0x89c24440d8cad05f:0xa8b55530c203d933,,
Buenos Aires,,https://www.google.com/maps/place/Buenos+Aires/data=!4m2!3m1!1s0x89c25982aa165597:0x243198e629f3b4c2,,
Down to Earth Morningside Park Farmers Market,Wave Hill Breads supposed to have Sfogliatelle (west side rag),https://www.google.com/maps/place/Down+to+Earth+Morningside+Park+Farmers+Market/data=!4m2!3m1!1s0x89c2f622ab28109b:0x6b9b80cecb4b7bbb,,
Cocoron,"Instagram, soups look decent",https://www.google.com/maps/place/Cocoron/data=!4m2!3m1!1s0x89c259889ec882a9:0x94b396ae47745bc9,,
1915 Lanzhou Hand Pulled Noodles & Dumplings,"Instagram, looked good",https://www.google.com/maps/place/1915+Lanzhou+Hand+Pulled+Noodles+%26+Dumplings/data=!4m2!3m1!1s0x89c25b0033152fc9:0x7289562320bc4637,,
Tamam,efrat bigger,https://www.google.com/maps/place/Tamam/data=!4m2!3m1!1s0x89c2598bed8cb213:0x18ee070b107b166d,,
NY Dosas,,https://www.google.com/maps/place/NY+Dosas/data=!4m2!3m1!1s0x89c259f9f53903af:0x75b4e74edbd30265,,
Nick + Sons Bakery,"יוסי המליץ, סיפר שהכל טרי",https://www.google.com/maps/place/Nick+%2B+Sons+Bakery/data=!4m2!3m1!1s0x89c25994bd6b9e9d:0x6d49df690dc17729,,
Yemen Café & Restaurant,"Instagram, looks promising",https://www.google.com/maps/place/Yemen+Caf%C3%A9+%26+Restaurant/data=!4m2!3m1!1s0x89c25a4f9db71013:0x76bf7d6bdcee080,,
Messy,"Small pita, good flavors. Could have done a better job assembling the sandwich but overall recommended",https://www.google.com/maps/place/Messy/data=!4m2!3m1!1s0x89c2592fa3f180a7:0x56e1d11c7e61b2f1,,
Fonty’s Deli + Dukaan,,https://www.google.com/maps/place/Fonty%E2%80%99s+Deli+%2B+Dukaan/data=!4m2!3m1!1s0x89c2592755d48cef:0xbfbe611d3c78178,,
Santo Taco,,https://www.google.com/maps/place/Santo+Taco/data=!4m2!3m1!1s0x89c259006b65a7a9:0x1e98359d60509086,,
Hello Halloumi,לבדוק,https://www.google.com/maps/place/Hello+Halloumi/data=!4m2!3m1!1s0x89c2590aab6443cb:0x998cc5d6d0b760c1,,
Purple Waves,,https://www.google.com/maps/place/Purple+Waves/data=!4m2!3m1!1s0x89c2f7f1b303bf09:0x2b6fd71c4f92d604,,
Eileen's Special Cheesecake,Mark favorite,https://www.google.com/maps/place/Eileen's+Special+Cheesecake/data=!4m2!3m1!1s0x89c25988dc90e369:0x3a0e74d10d91383,,
konban NYC,,https://www.google.com/maps/place/konban+NYC/data=!4m2!3m1!1s0x89c259cd8ad164bd:0xb17053d7b7443f4d,,
Okiboru House of Tsukemen,,https://www.google.com/maps/place/Okiboru+House+of+Tsukemen/data=!4m2!3m1!1s0x89c259061eb1e82d:0x6e3dc53c1263fec2,,
Okiboru House of Udon,,https://www.google.com/maps/place/Okiboru+House+of+Udon/data=!4m2!3m1!1s0x89c259005266011f:0xb0f1eba80963810b,,
Shifka NYC,Haven't tried yet but it's a pita,https://www.google.com/maps/place/Shifka+NYC/data=!4m2!3m1!1s0x89c2598563d16699:0x51a106367f3e392e,,
Frankies 457 Spuntino,,https://www.google.com/maps/place/Frankies+457+Spuntino/data=!4m2!3m1!1s0x89c25af631afbb9b:0x66cd2d2a44171d35,,
Peter Pan Donut & Pastry Shop,"good vfm, cash only",https://www.google.com/maps/place/Peter+Pan+Donut+%26+Pastry+Shop/data=!4m2!3m1!1s0x89c259441e231f7d:0x53866a30cd645982,,
Nasrin's Kitchen,Gil Hovav,https://www.google.com/maps/place/Nasrin's+Kitchen/data=!4m2!3m1!1s0x89c25d432d42d0bf:0xbf6a0248152531cc,,
Sunn’s,Instagram eating alone girl,https://www.google.com/maps/place/Sunn%E2%80%99s/data=!4m2!3m1!1s0x89c25b0009ddba25:0x41cc4ee1f5016bd2,,
Criollas @ Columbus Circle Underground Market,"instagram iirc, haven't tried yet",https://www.google.com/maps/place/Criollas+@+Columbus+Circle+Underground+Market/data=!4m2!3m1!1s0x89c2599f3f6ec06d:0x460717d6a61d067d,,
Oki mart & deil Japanese grocery,50% after 6pm but not sure about the quality,https://www.google.com/maps/place/Oki+mart+%26+deil+Japanese+grocery/data=!4m2!3m1!1s0x89c25992b6f49115:0xa600f01748cb47e5,,
Taqueria El Chato,,https://www.google.com/maps/place/Taqueria+El+Chato/data=!4m2!3m1!1s0x89c2590037681fa7:0xf69e8a44060fd369,,
Mommy Pai’s,,https://www.google.com/maps/place/Mommy+Pai%E2%80%99s/data=!4m2!3m1!1s0x89c25900450c7fdd:0x3726faa6acf7db48,,
Karachi Kabab Boiz (KKB) Storefront,,https://www.google.com/maps/place/Karachi+Kabab+Boiz+(KKB)+Storefront/data=!4m2!3m1!1s0x89c25f0ff388e71d:0x27d3ddc90158165a,,
Pho Table - Dyker Heights,"Good vfm, johnnys insta",https://www.google.com/maps/place/Pho+Table+-+Dyker+Heights/data=!4m2!3m1!1s0x89c245894bbd05b7:0x9a20c8a3dc127393,,
Bagels & Brew,,https://www.google.com/maps/place/Bagels+%26+Brew/data=!4m2!3m1!1s0x89c25f3cf7ba8663:0x1135d45c46e8c231,,
Chimito's,Late night sandwiches ,https://www.google.com/maps/place/Chimito's/data=!4m2!3m1!1s0x89c25fa1969fa89f:0x1b00e99f0266b655,,
Kababish,Katakat?,https://www.google.com/maps/place/Kababish/data=!4m2!3m1!1s0x89c25f06b23af41d:0x63763868179e96e9,,
969 NYC Coffee,,https://www.google.com/maps/place/969+NYC+Coffee/data=!4m2!3m1!1s0x89c25fa9093058a5:0x6fa880cc9aa44e11,,
ZAAB ZAAB,,https://www.google.com/maps/place/ZAAB+ZAAB/data=!4m2!3m1!1s0x89c25fd357381f49:0xd9cf7915ede1feaa,,
Taste Good,Joshua Weissman ,https://www.google.com/maps/place/Taste+Good/data=!4m2!3m1!1s0x89c25facbc86babd:0xd0f76d7940b42958,,
Joloff,,https://www.google.com/maps/place/Joloff/data=!4m2!3m1!1s0x89c25b9728e51203:0x9f8da21c5f0e5f6,,
Saigon Vietnamese Sandwich Deli,"Great sandwich, good vfm",https://www.google.com/maps/place/Saigon+Vietnamese+Sandwich+Deli/data=!4m2!3m1!1s0x89c259888bd57ce7:0x25d774555849e8cc,,
The Kasbah Café,,https://www.google.com/maps/place/The+Kasbah+Caf%C3%A9/data=!4m2!3m1!1s0x89c25f0deee2b565:0x7ef31e82a58fb623,,
Gai Kitchen,youtube cheap eats,https://www.google.com/maps/place/Gai+Kitchen/data=!4m2!3m1!1s0x89c25b5aaa28fd4f:0xbf58cc7cb1d808eb,,
